Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.63,43.68,TORONTO INTL A,6158731,6/20/2017,2017,6,20,,23.9,,13.1,,18.5,,0,,0.5,,4.2,,0,,4.2,,,,29,,56,
-79.63,43.68,TORONTO INTL A,6158731,6/21/2017,2017,6,21,,23.5,,12.1,,17.8,,0.2,,0,,0,,0,,0,,,,30,,39,
-79.63,43.68,TORONTO INTL A,6158731,6/22/2017,2017,6,22,,25,,13.4,,19.2,,0,,1.2,,4.2,,0,,4.2,,,,17,,39,
-79.63,43.68,TORONTO INTL A,6158731,6/23/2017,2017,6,23,,25.1,,17.7,,21.4,,0,,3.4,,36.2,,0,,36.2,,,,30,,43,
-79.63,43.68,TORONTO INTL A,6158731,6/24/2017,2017,6,24,,24.2,,14.7,,19.5,,0,,1.5,,0,,0,,0,,,,29,,61,
-79.63,43.68,TORONTO INTL A,6158731,6/25/2017,2017,6,25,,21.6,,13.7,,17.7,,0.3,,0,,1.4,,0,,1.4,,,,23,,67,
-79.63,43.68,TORONTO INTL A,6158731,6/26/2017,2017,6,26,,21.7,,11.5,,16.6,,1.4,,0,,2.2,,0,,2.2,,,,28,,48,
-79.63,43.68,TORONTO INTL A,6158731,6/27/2017,2017,6,27,,20.8,,11.2,,16,,2,,0,,3.6,,0,,3.6,,,,30,,57,
-79.63,43.68,TORONTO INTL A,6158731,6/28/2017,2017,6,28,,25.1,,11.7,,18.4,,0,,0.4,,0.6,,0,,0.6,,,,23,,43,
-79.63,43.68,TORONTO INTL A,6158731,6/29/2017,2017,6,29,,27.8,,14.7,,21.3,,0,,3.3,,4.2,,0,,4.2,,,,24,,54,
-79.63,43.68,TORONTO INTL A,6158731,6/30/2017,2017,6,30,,28.3,,20.1,,24.2,,0,,6.2,,12.6,,0,,12.6,,,,25,,41,
-79.63,43.68,TORONTO INTL A,6158731,7/1/2017,2017,7,1,,26.3,,15.6,,21,,0,,3,,1,,0,,1,,,,27,,37,
-79.63,43.68,TORONTO INTL A,6158731,7/2/2017,2017,7,2,,27.3,,13.9,,20.6,,0,,2.6,,1.2,,0,,1.2,,,,26,,54,
-79.63,43.68,TORONTO INTL A,6158731,7/3/2017,2017,7,3,,25.5,,14.9,,20.2,,0,,2.2,,0,,0,,0,,,,30,,32,
-79.63,43.68,TORONTO INTL A,6158731,7/4/2017,2017,7,4,,25.9,,14.7,,20.3,,0,,2.3,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,7/5/2017,2017,7,5,,27.2,,13.8,,20.5,,0,,2.5,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,7/6/2017,2017,7,6,,29.7,,16.6,,23.2,,0,,5.2,,0,,0,,0,,,,17,,39,
-79.63,43.68,TORONTO INTL A,6158731,7/7/2017,2017,7,7,,29.2,,20.1,,24.7,,0,,6.7,,0,T,0,,0,T,,,1,,39,
-79.63,43.68,TORONTO INTL A,6158731,7/8/2017,2017,7,8,,24.6,,15.2,,19.9,,0,,1.9,,0,,0,,0,,,,33,,52,
-79.63,43.68,TORONTO INTL A,6158731,7/9/2017,2017,7,9,,27.6,,15.3,,21.5,,0,,3.5,,0.2,,0,,0.2,,,,24,,50,
-79.63,43.68,TORONTO INTL A,6158731,7/10/2017,2017,7,10,,25.5,,18,,21.8,,0,,3.8,,0,T,0,,0,T,,,23,,39,
-79.63,43.68,TORONTO INTL A,6158731,7/11/2017,2017,7,11,,29.2,,17.2,,23.2,,0,,5.2,,0,,0,,0,,,,24,,32,
-79.63,43.68,TORONTO INTL A,6158731,7/12/2017,2017,7,12,,27,,19.2,,23.1,,0,,5.1,,0.6,,0,,0.6,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,7/13/2017,2017,7,13,,21.7,,15.8,,18.8,,0,,0.8,,2.2,,0,,2.2,,,,9,,33,
-79.63,43.68,TORONTO INTL A,6158731,7/14/2017,2017,7,14,,27.8,,17.4,,22.6,,0,,4.6,,0.6,,0,,0.6,,,,27,,50,
-79.63,43.68,TORONTO INTL A,6158731,7/15/2017,2017,7,15,,27.8,,18,,22.9,,0,,4.9,,0,,0,,0,,,,30,,37,
-79.63,43.68,TORONTO INTL A,6158731,7/16/2017,2017,7,16,,27.5,,16.9,,22.2,,0,,4.2,,0,T,0,,0,T,,,24,,44,
-79.63,43.68,TORONTO INTL A,6158731,7/17/2017,2017,7,17,,25.9,,19.3,,22.6,,0,,4.6,,0,T,0,,0,T,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,7/18/2017,2017,7,18,,28.1,,17.4,,22.8,,0,,4.8,,0,,0,,0,,,,15,,33,
-79.63,43.68,TORONTO INTL A,6158731,7/19/2017,2017,7,19,,31.8,,18.7,,25.3,,0,,7.3,,0,,0,,0,,,,27,,43,
-79.63,43.68,TORONTO INTL A,6158731,7/20/2017,2017,7,20,,24.8,,15.8,,20.3,,0,,2.3,,19.4,,0,,19.4,,,,35,,39,
-79.63,43.68,TORONTO INTL A,6158731,7/21/2017,2017,7,21,,29.7,,18.8,,24.3,,0,,6.3,,0,,0,,0,,,,32,,41,
-79.63,43.68,TORONTO INTL A,6158731,7/22/2017,2017,7,22,,23.8,,20.3,,22.1,,0,,4.1,,2.4,,0,,2.4,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,7/23/2017,2017,7,23,,24.4,,20.2,,22.3,,0,,4.3,,0,T,0,,0,T,,,10,,37,
-79.63,43.68,TORONTO INTL A,6158731,7/24/2017,2017,7,24,,22.1,,16,,19.1,,0,,1.1,,0,T,0,,0,T,,,36,,43,
-79.63,43.68,TORONTO INTL A,6158731,7/25/2017,2017,7,25,,23,,15.4,,19.2,,0,,1.2,,0,,0,,0,,,,1,,33,
-79.63,43.68,TORONTO INTL A,6158731,7/26/2017,2017,7,26,,21.7,,14.8,,18.3,,0,,0.3,,2.6,,0,,2.6,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,7/27/2017,2017,7,27,,27.1,,17.9,,22.5,,0,,4.5,,5.4,,0,,5.4,,,,35,,33,
-79.63,43.68,TORONTO INTL A,6158731,7/28/2017,2017,7,28,,22.7,,15.9,,19.3,,0,,1.3,,0,,0,,0,,,,6,,41,
-79.63,43.68,TORONTO INTL A,6158731,7/29/2017,2017,7,29,,27.5,,15.3,,21.4,,0,,3.4,,0,,0,,0,,,,34,,41,
-79.63,43.68,TORONTO INTL A,6158731,7/30/2017,2017,7,30,,30.4,,18.1,,24.3,,0,,6.3,,0,,0,,0,,,,35,,41,
-79.63,43.68,TORONTO INTL A,6158731,7/31/2017,2017,7,31,,31.3,,17,,24.2,,0,,6.2,,2,,0,,2,,,,2,,56,
-79.63,43.68,TORONTO INTL A,6158731,8/1/2017,2017,8,1,,28.6,,18.1,,23.4,,0,,5.4,,13.4,,0,,13.4,,,,21,,59,
-79.63,43.68,TORONTO INTL A,6158731,8/2/2017,2017,8,2,,29.6,,18.9,,24.3,,0,,6.3,,0.2,,0,,0.2,,,,31,,48,
-79.63,43.68,TORONTO INTL A,6158731,8/3/2017,2017,8,3,,27.3,,18.4,,22.9,,0,,4.9,,0.4,,0,,0.4,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,8/4/2017,2017,8,4,,26.4,,15.6,,21,,0,,3,,29.6,,0,,29.6,,,,16,,43,
-79.63,43.68,TORONTO INTL A,6158731,8/5/2017,2017,8,5,,21.6,,12.7,,17.2,,0.8,,0,,0.2,,0,,0.2,,,,29,,61,
-79.63,43.68,TORONTO INTL A,6158731,8/6/2017,2017,8,6,,26,,11.8,,18.9,,0,,0.9,,0,,0,,0,,,,23,,39,
-79.63,43.68,TORONTO INTL A,6158731,8/7/2017,2017,8,7,,21.7,,14.4,,18.1,,0,,0.1,,0.4,,0,,0.4,,,,34,,41,
-79.63,43.68,TORONTO INTL A,6158731,8/8/2017,2017,8,8,,25.9,,13.4,,19.7,,0,,1.7,,0,,0,,0,,,,31,,35,
-79.63,43.68,TORONTO INTL A,6158731,8/9/2017,2017,8,9,,28.8,,16.2,,22.5,,0,,4.5,,0,T,0,,0,T,,,26,,43,
-79.63,43.68,TORONTO INTL A,6158731,8/10/2017,2017,8,10,,27,,17.6,,22.3,,0,,4.3,,0,,0,,0,,,,15,,33,
-79.63,43.68,TORONTO INTL A,6158731,8/11/2017,2017,8,11,,25,,17.2,,21.1,,0,,3.1,,2.2,,0,,2.2,,,,21,,41,
-79.63,43.68,TORONTO INTL A,6158731,8/12/2017,2017,8,12,,25.7,,16.4,,21.1,,0,,3.1,,0.4,,0,,0.4,,,,34,,41,
-79.63,43.68,TORONTO INTL A,6158731,8/13/2017,2017,8,13,,26.6,,13.4,,20,,0,,2,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,8/14/2017,2017,8,14,,26.1,,16.7,,21.4,,0,,3.4,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,8/15/2017,2017,8,15,,27.5,,16.2,,21.9,,0,,3.9,,1.4,,0,,1.4,,,,36,,41,
-79.63,43.68,TORONTO INTL A,6158731,8/16/2017,2017,8,16,,23.9,,16.2,,20.1,,0,,2.1,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,8/17/2017,2017,8,17,,23.7,,16.8,,20.3,,0,,2.3,,14.6,,0,,14.6,,,,11,,32,
-79.63,43.68,TORONTO INTL A,6158731,8/18/2017,2017,8,18,,26.8,,19.9,,23.4,,0,,5.4,,0,T,0,,0,T,,,26,,48,
-79.63,43.68,TORONTO INTL A,6158731,8/19/2017,2017,8,19,,24.6,,16.4,,20.5,,0,,2.5,,0,,0,,0,,,,29,,46,
-79.63,43.68,TORONTO INTL A,6158731,8/20/2017,2017,8,20,,28.6,,15.6,,22.1,,0,,4.1,,0,,0,,0,,,,25,,37,
-79.63,43.68,TORONTO INTL A,6158731,8/21/2017,2017,8,21,,30,,18.6,,24.3,,0,,6.3,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,8/22/2017,2017,8,22,,26.3,,14.2,,20.3,,0,,2.3,,8,,0,,8,,,,29,,69,
-79.63,43.68,TORONTO INTL A,6158731,8/23/2017,2017,8,23,,23.3,,11.7,,17.5,,0.5,,0,,0,,0,,0,,,,29,,52,
-79.63,43.68,TORONTO INTL A,6158731,8/24/2017,2017,8,24,,20.4,,10.8,,15.6,,2.4,,0,,0,T,0,,0,T,,,35,,35,
-79.63,43.68,TORONTO INTL A,6158731,8/25/2017,2017,8,25,,21.7,,11,,16.4,,1.6,,0,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,8/26/2017,2017,8,26,,22.4,,10.3,,16.4,,1.6,,0,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,8/27/2017,2017,8,27,,22.8,,10.7,,16.8,,1.2,,0,,0,,0,,0,,,,12,,39,
-79.63,43.68,TORONTO INTL A,6158731,8/28/2017,2017,8,28,,23,,15.8,,19.4,,0,,1.4,,0,,0,,0,,,,14,,33,
-79.63,43.68,TORONTO INTL A,6158731,8/29/2017,2017,8,29,,23.1,,15.2,,19.2,,0,,1.2,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,8/30/2017,2017,8,30,,24.7,,13.3,,19,,0,,1,,0.2,,0,,0.2,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,8/31/2017,2017,8,31,,19.3,,9.7,,14.5,,3.5,,0,,3.8,,0,,3.8,,,,34,,50,
-79.63,43.68,TORONTO INTL A,6158731,9/1/2017,2017,9,1,,18,,7.4,,12.7,,5.3,,0,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,9/2/2017,2017,9,2,,20,,7.3,,13.7,,4.3,,0,,0,,0,,0,,,,11,,41,
-79.63,43.68,TORONTO INTL A,6158731,9/3/2017,2017,9,3,,21.4,,14.3,,17.9,,0.1,,0,,8.8,,0,,8.8,,,,28,,50,
-79.63,43.68,TORONTO INTL A,6158731,9/4/2017,2017,9,4,,26.7,,13.9,,20.3,,0,,2.3,,8.6,,0,,8.6,,,,23,,67,
-79.63,43.68,TORONTO INTL A,6158731,9/5/2017,2017,9,5,,21.4,,12.7,,17.1,,0.9,,0,,4.6,,0,,4.6,,,,32,,48,
-79.63,43.68,TORONTO INTL A,6158731,9/6/2017,2017,9,6,,21,,11,,16,,2,,0,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,9/7/2017,2017,9,7,,20.3,,9.6,,15,,3,,0,,4.2,,0,,4.2,,,,30,,50,
-79.63,43.68,TORONTO INTL A,6158731,9/8/2017,2017,9,8,,18.5,,9.5,,14,,4,,0,,0,T,0,,0,T,,,1,,41,
-79.63,43.68,TORONTO INTL A,6158731,9/9/2017,2017,9,9,,17.9,,7.7,,12.8,,5.2,,0,,0,,0,,0,,,,2,,32,
-79.63,43.68,TORONTO INTL A,6158731,9/10/2017,2017,9,10,,19.1,,8.2,,13.7,,4.3,,0,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,9/11/2017,2017,9,11,,22.6,,8.4,,15.5,,2.5,,0,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,9/12/2017,2017,9,12,,24.4,,9.8,,17.1,,0.9,,0,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,9/13/2017,2017,9,13,,24.9,,11.4,,18.2,,0,,0.2,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,9/14/2017,2017,9,14,,27.6,,15.4,,21.5,,0,,3.5,,0,,0,,0,,,,32,,32,
-79.63,43.68,TORONTO INTL A,6158731,9/15/2017,2017,9,15,,26.2,,17.1,,21.7,,0,,3.7,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,9/16/2017,2017,9,16,,27.3,,15,,21.2,,0,,3.2,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,9/17/2017,2017,9,17,,26.9,,15.2,,21.1,,0,,3.1,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,9/18/2017,2017,9,18,,27.7,,15.8,,21.8,,0,,3.8,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,9/19/2017,2017,9,19,,27.3,,18.6,,23,,0,,5,,0,,0,,0,,,,20,,35,
-79.63,43.68,TORONTO INTL A,6158731,9/20/2017,2017,9,20,,25.8,,17.9,,21.9,,0,,3.9,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,9/21/2017,2017,9,21,,27.4,,15.8,,21.6,,0,,3.6,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,9/22/2017,2017,9,22,,27.1,,16.7,,21.9,,0,,3.9,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,9/23/2017,2017,9,23,,33.1,,17.7,,25.4,,0,,7.4,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,9/24/2017,2017,9,24,,33.6,,19.4,,26.5,,0,,8.5,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,9/25/2017,2017,9,25,,31.5,,20.1,,25.8,,0,,7.8,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,9/26/2017,2017,9,26,,31.1,,20,,25.6,,0,,7.6,,0,,0,,0,,,,15,,32,
-79.63,43.68,TORONTO INTL A,6158731,9/27/2017,2017,9,27,,30.2,,13.8,,22,,0,,4,,0,T,0,,0,T,,,28,,50,
-79.63,43.68,TORONTO INTL A,6158731,9/28/2017,2017,9,28,,18.9,,8.2,,13.6,,4.4,,0,,0,,0,,0,,,,32,,43,
-79.63,43.68,TORONTO INTL A,6158731,9/29/2017,2017,9,29,,18.2,,8.3,,13.3,,4.7,,0,,3.6,,0,,3.6,,,,28,,69,
-79.63,43.68,TORONTO INTL A,6158731,9/30/2017,2017,9,30,,15,,6,,10.5,,7.5,,0,,0,,0,,0,,,,35,,41,
-79.63,43.68,TORONTO INTL A,6158731,10/1/2017,2017,10,1,,17.6,,4.1,,10.9,,7.1,,0,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,10/2/2017,2017,10,2,,20,,6.9,,13.5,,4.5,,0,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,10/3/2017,2017,10,3,,24,,7.9,,16,,2,,0,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,10/4/2017,2017,10,4,,26.5,,11.4,,19,,0,,1,,3.6,,0,,3.6,,,,32,,57,
-79.63,43.68,TORONTO INTL A,6158731,10/5/2017,2017,10,5,,23.2,,8.6,,15.9,,2.1,,0,,0,T,0,,0,T,,,28,,46,
-79.63,43.68,TORONTO INTL A,6158731,10/6/2017,2017,10,6,,21.1,,13.5,,17.3,,0.7,,0,,1.4,,0,,1.4,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,10/7/2017,2017,10,7,,27.5,,16.8,,22.2,,0,,4.2,,4.8,,0,,4.8,,,,22,,50,
-79.63,43.68,TORONTO INTL A,6158731,10/8/2017,2017,10,8,,24.9,,16.8,,20.9,,0,,2.9,,0.6,,0,,0.6,,,,24,,61,
-79.63,43.68,TORONTO INTL A,6158731,10/9/2017,2017,10,9,,22,,13.9,,18,,0,,0,,11.8,,0,,11.8,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,10/10/2017,2017,10,10,,23,,11.2,,17.1,,0.9,,0,,0,,0,,0,,,,36,,39,
-79.63,43.68,TORONTO INTL A,6158731,10/11/2017,2017,10,11,,13.5,,7.5,,10.5,,7.5,,0,,2.8,,0,,2.8,,,,6,,41,
-79.63,43.68,TORONTO INTL A,6158731,10/12/2017,2017,10,12,,15,,8,,11.5,,6.5,,0,,0,T,0,,0,T,,,7,,46,
-79.63,43.68,TORONTO INTL A,6158731,10/13/2017,2017,10,13,,18.8,,12.2,,15.5,,2.5,,0,,0.4,,0,,0.4,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,10/14/2017,2017,10,14,,18.8,,12.1,,15.5,,2.5,,0,,8.8,,0,,8.8,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,10/15/2017,2017,10,15,,24.4,,7.5,,16,,2,,0,,7.8,,0,,7.8,,,,27,,102,
-79.63,43.68,TORONTO INTL A,6158731,10/16/2017,2017,10,16,,10.4,,2.8,,6.6,,11.4,,0,,0,T,0,,0,T,,,1,,35,
-79.63,43.68,TORONTO INTL A,6158731,10/17/2017,2017,10,17,,19.6,,2.5,,11.1,,6.9,,0,,0,,0,,0,,,,22,,54,
-79.63,43.68,TORONTO INTL A,6158731,10/18/2017,2017,10,18,,21.8,,10.2,,16,,2,,0,,0,,0,,0,,,,23,,43,
-79.63,43.68,TORONTO INTL A,6158731,10/19/2017,2017,10,19,,20.9,,7.3,,14.1,,3.9,,0,,0,,0,,0,,,,26,,52,
-79.63,43.68,TORONTO INTL A,6158731,10/20/2017,2017,10,20,,22,,7.4,,14.7,,3.3,,0,,0,,0,,0,,,,19,,32,
-79.63,43.68,TORONTO INTL A,6158731,10/21/2017,2017,10,21,,21.1,,9.7,,15.4,,2.6,,0,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,10/22/2017,2017,10,22,,22.6,E,8.5,E,15.6,E,2.4,E,0,E,,M,,M,0,E,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,10/23/2017,2017,10,23,,19.5,,14.3,,16.9,,1.1,,0,,9.2,,0,,9.2,,,,17,,46,
-79.63,43.68,TORONTO INTL A,6158731,10/24/2017,2017,10,24,,16.8,,8.5,,12.7,,5.3,,0,,1,,0,,1,,,,20,,59,
-79.63,43.68,TORONTO INTL A,6158731,10/25/2017,2017,10,25,,12.2,,2.4,,7.3,,10.7,,0,,0,,0,,0,,,,23,,39,
-79.63,43.68,TORONTO INTL A,6158731,10/26/2017,2017,10,26,,12.1,,1.7,,6.9,,11.1,,0,,0,,0,,0,,,,26,,35,
-79.63,43.68,TORONTO INTL A,6158731,10/27/2017,2017,10,27,,14.9,,2.7,,8.8,,9.2,,0,,0,T,0,,0,T,,,14,,39,
-79.63,43.68,TORONTO INTL A,6158731,10/28/2017,2017,10,28,,12,,2.8,,7.4,,10.6,,0,,5.4,,0,,5.4,,,,26,,35,
-79.63,43.68,TORONTO INTL A,6158731,10/29/2017,2017,10,29,,8.7,,3.9,,6.3,,11.7,,0,,0,,0,,0,,,,32,,50,
-79.63,43.68,TORONTO INTL A,6158731,10/30/2017,2017,10,30,,9.2,,4.6,,6.9,,11.1,,0,,0,T,0,,0,T,,,30,,63,
-79.63,43.68,TORONTO INTL A,6158731,10/31/2017,2017,10,31,,8.1,,3.1,,5.6,,12.4,,0,,0.2,,0,,0.2,,,,24,,69,
-79.63,43.68,TORONTO INTL A,6158731,11/1/2017,2017,11,1,,7.2,,3.8,,5.5,,12.5,,0,,1.6,,0,,1.6,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,11/2/2017,2017,11,2,,15.9,,5.8,,10.9,,7.1,,0,,11,,0,,11,,,,30,,39,
-79.63,43.68,TORONTO INTL A,6158731,11/3/2017,2017,11,3,,11.7,,1.9,,6.8,,11.2,,0,,2,,0,,2,,,,31,,52,
-79.63,43.68,TORONTO INTL A,6158731,11/4/2017,2017,11,4,,7,,0.7,,3.9,,14.1,,0,,1.6,,0,,1.6,,,,7,,48,
-79.63,43.68,TORONTO INTL A,6158731,11/5/2017,2017,11,5,,15.6,,6.2,,10.9,,7.1,,0,,14.8,,0,,14.8,,,,28,,57,
-79.63,43.68,TORONTO INTL A,6158731,11/6/2017,2017,11,6,,11.7,,3.7,,7.7,,10.3,,0,,0,,0,,0,,,,33,,46,
-79.63,43.68,TORONTO INTL A,6158731,11/7/2017,2017,11,7,,7.2,,0,,3.6,,14.4,,0,,0,,0,,0,,,,14,,32,
-79.63,43.68,TORONTO INTL A,6158731,11/8/2017,2017,11,8,,,M,-1.2,E,,M,,M,,M,0,,0,,0,,,,22,,37,
-79.63,43.68,TORONTO INTL A,6158731,11/9/2017,2017,11,9,,8.9,,-4.7,,2.1,,15.9,,0,,0.6,,0,T,0.6,,,,30,,74,
-79.63,43.68,TORONTO INTL A,6158731,11/10/2017,2017,11,10,,-3.4,,-10.1,,-6.8,,24.8,,0,,0,,0,T,0,T,,,32,,59,
-79.63,43.68,TORONTO INTL A,6158731,11/11/2017,2017,11,11,,1.2,,-8.2,,-3.5,,21.5,,0,,0,,0,,0,,,,11,,33,
-79.63,43.68,TORONTO INTL A,6158731,11/12/2017,2017,11,12,,4.8,,0.6,,2.7,,15.3,,0,,1,,0,,1,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,11/13/2017,2017,11,13,,5.4,,1.4,,3.4,,14.6,,0,,0.6,,0,T,0.6,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,11/14/2017,2017,11,14,,7.2,,2.4,,4.8,,13.2,,0,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,11/15/2017,2017,11,15,,7.8,,2.4,,5.1,,12.9,,0,,2.4,,0,,2.4,,,,22,,39,
-79.63,43.68,TORONTO INTL A,6158731,11/16/2017,2017,11,16,,8,,-0.4,,3.8,,14.2,,0,,0.6,,0,T,0.6,,,,29,,61,
-79.63,43.68,TORONTO INTL A,6158731,11/17/2017,2017,11,17,,3.1,,-2.4,,0.4,,17.6,,0,,0,,0,,0,,,,34,,43,
-79.63,43.68,TORONTO INTL A,6158731,11/18/2017,2017,11,18,,7.9,,1.8,,4.9,,13.1,,0,,19,,0,,19,,,,33,,57,
-79.63,43.68,TORONTO INTL A,6158731,11/19/2017,2017,11,19,,4.6,,-2.8,,0.9,,17.1,,0,,0.8,,1.2,,2,,0,T,34,,61,
-79.63,43.68,TORONTO INTL A,6158731,11/20/2017,2017,11,20,,6.7,,-1.1,,2.8,,15.2,,0,,0,,0,,0,,,,25,,43,
-79.63,43.68,TORONTO INTL A,6158731,11/21/2017,2017,11,21,,11.7,,2.7,,7.2,,10.8,,0,,0,T,0,,0,T,,,24,,63,
-79.63,43.68,TORONTO INTL A,6158731,11/22/2017,2017,11,22,,2.7,,-3.2,,-0.3,,18.3,,0,,0,,0,T,0,T,,,30,,46,
-79.63,43.68,TORONTO INTL A,6158731,11/23/2017,2017,11,23,,3.5,,-1.4,,1.1,,16.9,,0,,0,,0,,0,,,,26,,43,
-79.63,43.68,TORONTO INTL A,6158731,11/24/2017,2017,11,24,,11.6,,0,,5.8,,12.2,,0,,0,,0,,0,,,,21,,54,
-79.63,43.68,TORONTO INTL A,6158731,11/25/2017,2017,11,25,,10.3,,0.6,,5.5,,12.5,,0,,1,,0,,1,,,,30,,56,
-79.63,43.68,TORONTO INTL A,6158731,11/26/2017,2017,11,26,,3.3,,0,,1.7,,16.3,,0,,0,,0,,0,,,,25,,52,
-79.63,43.68,TORONTO INTL A,6158731,11/27/2017,2017,11,27,,4,,-0.9,,1.6,,16.4,,0,,0,,0,,0,,,,32,,50,
-79.63,43.68,TORONTO INTL A,6158731,11/28/2017,2017,11,28,,17.1,,0.7,,8.9,,9.1,,0,,0,,0,,0,,,,22,,63,
-79.63,43.68,TORONTO INTL A,6158731,11/29/2017,2017,11,29,,10,,-0.6,,4.7,,13.3,,0,,0,,0,,0,,,,31,,57,
-79.63,43.68,TORONTO INTL A,6158731,11/30/2017,2017,11,30,,6.8,,-3.5,,1.7,,16.3,,0,,1.6,,0,,1.6,,,,26,,48,
-79.63,43.68,TORONTO INTL A,6158731,12/1/2017,2017,12,1,,8.3,,1.1,,4.7,,13.3,,0,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,12/2/2017,2017,12,2,,7.3,,-1.3,,3,,15,,0,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,12/3/2017,2017,12,3,,8,,-1.6,,3.2,,14.8,,0,,0,,0,,0,,,,,,<31,
-79.63,43.68,TORONTO INTL A,6158731,12/4/2017,2017,12,4,,9,,-2.4,,3.3,,14.7,,0,,3.8,,0,,3.8,,,,16,,37,
-79.63,43.68,TORONTO INTL A,6158731,12/5/2017,2017,12,5,,11.6,,-0.8,,5.4,,12.6,,0,,3.8,,0,T,3.8,,,,27,,67,
-79.63,43.68,TORONTO INTL A,6158731,12/6/2017,2017,12,6,,3.3,,-2.4,,0.5,,17.5,,0,,0,,0,T,0,T,,,24,,67,
-79.63,43.68,TORONTO INTL A,6158731,12/7/2017,2017,12,7,,0.8,,-3.9,,-1.6,,19.6,,0,,0,,0,T,0,T,,,25,,56,
-79.63,43.68,TORONTO INTL A,6158731,12/8/2017,2017,12,8,,1.4,,-3.8,,-1.2,,19.2,,0,,0,,0,,0,,,,22,,57,
-79.63,43.68,TORONTO INTL A,6158731,12/9/2017,2017,12,9,,1,,-4.1,,-1.6,,19.6,,0,,0,,0,T,0,T,,,,,<31,
